"articleNumber","name","brand","category","subcategory","packSizeValue","packSizeUnit","salesUnit","unitsPerSalesUnit","ingredients","dietaryTags","allergens","origin","priceCHF","priceBasis","sourceUrl","verifiedAt","verificationStatus","notes","provenance","identityProvenance","packProvenance","priceProvenance","nameConflict","packConflict","conflictFields","conflictDetails","conflictResolution","resolutionSourceUrl"
"040708","Broccoli Röschen 1kg Bouquets de brocoli 1kg Rosette di broccoli 1kg 40-60","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"040709","Broccoli Röschen 3kg Bouquets de brocoli 3kg Rosette di broccoli 3kg 40-60","","vegetables_fruit","","3","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"040878","Brunoise Mischung 500g Brunoise mélangée 500g Miscela brunoise 500g 0","","vegetables_fruit","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"040967","Cherry Tomaten Rispen, 500 g","Quality","vegetables_fruit","tomatoes","500","g","tray","","","","","","4.95","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"040972","Cherry Rispentomaten, 3 kg","Quality","vegetables_fruit","tomatoes","3","kg","tray","","","","","","8.4","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"040979","Cherry Tomat.rot halbiert 1kg Tom.cherry rouges moitié 1kg Pom.ciliegia rossi metà 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041141","Peperoni farbig Russisch 1kg Poivrons multicol. russe 1kg Peperoni colorati a.russa 1kg 8x8x8","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041142","Peperoni farbig Rissolée 1kg Poivrons multicol.rissolés 1kg Peperoni colorati rissolés 1kg 14x14x14","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041217","Cipollotte / Bundzwiebeln, gepackt, 2 Bund, ca. 3 St","Quality","vegetables_fruit","spring_onions","2","piece","pack","2","","","","","1.75","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"041558","Eschalotten ganz geschäl.1kg Echalotes entières épluch.1kg Scalogni interi pelati 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041560","Eschalotten gehackt 500g Echalotes hachées 500g Scalogni tritati 500g 3","","vegetables_fruit","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041704","Fenchel, 5 kg","Quality","vegetables_fruit","fennel","5","kg","case","","","","","","4.35","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"041930","Gemüsemischung Mirepoix 1kg Mél. de légumes Mirepoix 1kg Miscela d.verdure Mirepoix 1kg 20x20","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041932","Gemüsemisch. Mirepoix hell 1kg Mél.légumes Mirepoix clair 1kg Misc.verd.Mirepoix chiaro 1kg 20x20","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041938","Gemüsemischung Paysanne 1kg Mél. de légumes paysanne 1kg Miscela verdure contadina 1kg 10","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041945","Gemüse Julienne 300g Légumes en julienne 300g Verdure alla julienne 300g 2,4","","vegetables_fruit","","300","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041965","Gemüse Sticks gemischt 1kg Bâtonnets légumes mélangés 1kg Verdura in stick mista 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"041971","Gemüsespiess (8 Stk.) Brochette de légumes (8 pcs) Spiedini di verdure (8 pz.) 0","","vegetables_fruit","","880","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042020","Gurken 400 - 500 g / St, 4 St","Quality","vegetables_fruit","cucumbers","4","piece","pack","4","","","","","1.75","per_piece","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"042102","Gurken Scheiben ungeschält 1kg Concombres rondel.n.épluch.1kg Cetriolo a fette non pelat.1kg 3","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042104","Gurken Halbmond 1kg Concombre demi-lune 1kg Cetriolini mezzaluna 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042294","Kabis rot Julienne grob 3kg Chou rouge julienne gros 3kg Cavolo rosso julienne gros.3kg 5","","vegetables_fruit","","3","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042363","Kabis weiss mittel, ca. 5 kg","Quality","vegetables_fruit","cabbage","5","kg","piece","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/042363","2026-08-22","official_product_verified_price_unverified","Approximate single-item weight; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"042391","Karotten-Pfälzer Schuppen 5kg Carottes jau.coup.diamant 5kg Carote gialle tagl.diamant.5kg 0","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042395","Karotten-Pfälzer Würfel 5kg Carottes jaunes en cubes 5kg Carote gialle a cubetti 5kg 15x15","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042406","Karotten Schuppen 5kg Carottes coup. en diamant 5kg Carote tagliate diamante 5kg 0","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042412","Bio Rüebli Julienne 250g Bio Carottes en julienne 250g Bio Carote alla julienne 250g 1,6","","vegetables_fruit","","250","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042419","Kartoff.Scheib. roh MK 3mm 5kg Pom.de terr.tran.far.3mm 5kg Patate a fette, cr.far.3mm 5kg 3","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042421","Kartoff.Scheib. roh MK 5mm 5kg Pom.de terr.tran.far.5mm 5kg Patate a fette, far.cr.5mm 5kg 5","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042423","Baked Potato. roh Alu (Schale) Baked Pot.crues alu (barqu.) Patate crude a.cartoc.(vasch.) 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042447","Kart. Würfel MK 15x15mm 5kg Pom.d.terr.cub.far.15x15mm 5kg Patate cub.cru.far.15x15mm 5kg 15x15","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042451","Kart. Würfel FK 25x25mm 5kg Pom.d.t.cubes ferm.25x25mm 5kg Patate cub.re.cot.25x25mm 5kg 25x25","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042592","Knoblauch Original ganz geschält, 1 kg","","vegetables_fruit","garlic","1","kg","can","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","merged","merged","scraped","","false","false","","","Official product page identifies a 1 kg can; the multilingual PDF name was extraction noise.","https://web.transgourmet.ch/de/prodega-easy/catalog/article/042592"
"042593","Knoblauch ganz geschält 1kg Ail entier épluché 1kg Aglio intero, pulito 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042596","Knoblauch ganz geschält 500g Ail entier épluché 500g Aglio intero pulito 500g 0","","vegetables_fruit","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042597","Knoblauch gehackt 200g Ail haché 200g Aglio tritato 200g 0","","vegetables_fruit","","200","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042598","Knoblauch gehackt 1kg Ail haché 1kg Aglio tritato 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042951","Kürbis Muskat, ganz einzeln, ca. 5 - 8 kg","Quality","vegetables_fruit","pumpkin","8","kg","piece","","","","","","2.1","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"042962","Kürbis geschält 1kg Courge épluchée 1kg Zucca pelata 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042969","Kürbis Rissolée 3kg Courge rissolée 3kg Zucca rissolée 3kg 14x14x14","","vegetables_fruit","","3","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"042972","Kürbis Stängeli 1kg Courge en bâtonnets 1kg Zucca a bastoncini 1kg 8x8x50","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"043294","Lauch Ringe 5mm 3kg Poireaux rondelles 5mm 3kg Porro a rondelle 5mm 3kg 5","","vegetables_fruit","","3","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"043554","Quality Menü-Salat, 10 mm, 1 kg","Quality","vegetables_fruit","leafy_greens","1","kg","pack","","","","","","5.95","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"043577","Minestrone 500g Minestrone 500g Minestrone 500g 0","","vegetables_fruit","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"043920","Pak Choi Chinesischer Senfkohl, ca. 3 St, ca. 750 g","Quality","vegetables_fruit","leafy_greens","750","g","pack","","","","","","4.98","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"044080","Peperoni rot Rissolée 1kg Poivrons rouges rissolés 1kg Peperoni rossi rissolés 1kg 14x14x14","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044106","Peperoni gemischt, 2 kg","Quality","vegetables_fruit","peppers","2","kg","bag","","","","","","5.15","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"044107","Peperoni Tricolor, Import, 5 kg","Quality","vegetables_fruit","peppers","5","kg","case","","","","","","4.65","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"044138","Peperoni farbig Streifen 1kg Poivrons multicol.julienne 1kg Peperoni colorati julienne 1kg 0","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044176","Petersilie gehackt 100g Persil haché 100g Prezzemolo tritato 100g 0","","vegetables_fruit","","100","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044199","Pot-au-feu geschnitten 500g Pot-au-feu coupé 500g Pot-au-feu tagliato 500g 0","","vegetables_fruit","","500","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044270","Radiesli Scheiben 3mm 500g Radis en rondelles 3mm 500g Ravanelli a fette 3mm 500g 3","","vegetables_fruit","","500","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044382","Ratatouille 1kg Ratatouille 1kg Ratatouille 1kg 18","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044549","Rucola / Rauke, 1 kg","Quality","vegetables_fruit","leafy_greens","1","kg","case","","","","","","10.5","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"044571","Rüebkohl/Kohlra.ganz gesch.3kg Chou-pomme entier épluché 3kg Cavolo rapa intero pelato 3kg 0","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044572","Rüebkohl/Kohlra. Rissolée 1kg Chou-pomme rissolé 1kg Cavolo rapa rissolée 1kg 14x14x14","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044574","Rüebkohl/Kohlra. Stängeli 1kg Chou-pomme en bâtonnets 1kg Cavolo rapa a bastoncini 1kg 8x8x50","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044575","Rüebkohl/Kohlra. Stängeli 3kg Chou-pomme en bâtonnets 3kg Cavolo rapa a bastoncini 3kg 8x8x50","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044641","Rüebli Brunoise 3kg Carottes brunoise 3kg Carote a brunoise 3kg 5x5","","vegetables_fruit","","3","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044651","Rüebli Scheiben Vichy 5kg Carottes rondelles Vichy 5kg Carote a fette Vichy 5kg 4","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044653","Rüebli Würfel 5kg Carottes en cubes 5kg Carote a cubetti 5kg 15x15","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044683","Rüebli Stäbchen 1kg Carottes en bâtonnets 1kg Bastoncini di carote 1kg 8x8x50","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044685","Rüebli Julienne Grobschn. 1kg Carottes julien.coup. gros 1kg Carote julienne tagl.gros.1kg 2,5","","vegetables_fruit","","1","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044688","Rüebli ganz geschält 5 kg Carottes entières épluch. 5 kg Carote intere pelate 5 kg 0","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044689","Rüebli ganz geschält 2 kg Carottes entières épluch. 2 kg Carote intere pelate 2 kg 0","","vegetables_fruit","","2","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"044740","Rösti frisch 5kg Roesti frais 5kg Roesti freschi 5kg 9","","vegetables_fruit","","5","kg","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf","2026-08-22T12:54:03.659Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"045358","Tomaten mit Rispen Import, 5 kg","Quality","vegetables_fruit","tomatoes","5","kg","case","1","","","","","","","https://web.transgourmet.ch/de/prodega-easy/catalog/article/045358","2026-08-22","official_product_verified_price_unverified","Official product and pack size verified; public page did not expose price.","seed","seed","seed","","false","false","","","",""
"045914","Zwiebeln rot gross, 10 kg","","vegetables_fruit","onions","10","kg","bag","","","","","","1.98","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"045915","Zwiebeln rot mittel, 1 kg","Quality","vegetables_fruit","onions","1","kg","bag","","","","","","2.25","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"045916","Zwiebeln rot, 5 kg","Quality","vegetables_fruit","onions","5","kg","bag","","","","","","2.1","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"046594","Avocado Purée / Guacamole, 500 g","","sauces_condiments","guacamole","500","g","tub","","","","","","5.7","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"046922","Blueberries, 500 g","Quality","vegetables_fruit","berries","500","g","tray","","","","","","4.4","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"048787","Trauben mix weiss / blau, 5 kg","Quality","vegetables_fruit","grapes","5","kg","case","","","","","","2.75","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"048824","Zitronen, 2 kg","Quality","vegetables_fruit","lemons","2","kg","bag","","","","","","2.1","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"048827","Zitronen, 6 kg","Quality","vegetables_fruit","lemons","6","kg","case","","","","","","1.9","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"049127","Champignons braun, frisch, 1 kg","Quality","vegetables_fruit","mushrooms","1","kg","case","","","","","","7.6","per_pack","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"054250","GGAP Lachs Medaillon, mit Haut, grätenarm, Zucht, Norwegen (70 g, 90 g, 110 g, 130 g, 150 g, 170 g,","","fish_seafood","","190","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"054280","GGAP Lachs Medaillon, ohne Haut, grätenarm, Zucht, Norwegen (70 g, 90 g, 110 g, 130 g, 150 g, 170 g,","","fish_seafood","","190","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"054301","Lachsforelle Filet, mit Haut, grätenarm, Zucht, Italien (","","fish_seafood","","90","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"054401","MSC Dorsch Filet Royal, Portion, ohne Haut, Wild, FAO 27 (90 g,","","fish_seafood","","150","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"054411","MSC Seelachs Filet Royal, ohne Haut, Wild, FAO 27 (90 g,","","fish_seafood","","130","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"054441","Forelle Filetm, mit Haut, grätenarm, Zucht, Italien (","","fish_seafood","","90","g","package","1","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
"054722","Rinds-Geschnetzeltes II, Stotzen, zum Kochen, ca. 5 kg","Quality","meat_poultry","beef","5","kg","pack","","","","","","19.99","per_kg","","","seed_unverified","","seed","seed","seed","seed","false","false","","","",""
"060370","ASC Saibling Portionen, mit Haut, grätenarm ca. 150–180 g, Zucht, Island, tiefgekühlt,","","fish_seafood","","1","kg","case","5","","","","","","","https://www-static.transgourmet.ch/public/2024-07/2024_1187_tg-care_kompetenz_fisch_d.pdf","2026-08-22T12:54:05.471Z","verified_public_source","Extracted from an official public Transgourmet PDF.","scraped","scraped","scraped","","false","false","","","",""
